name,doc_type,date,zip_code,county,full_address,source_id,geometry,doc_url
NYLOK LLC,FCE,2017-05-04,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_FCE_20170504.pdf
NYLOK LLC,FCE,2020-09-22,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_FCE_20200922.pdf
NYLOK LLC,RVN,2014-02-06,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_RVN_20140206.pdf
NYLOK LLC,SAR,2016-01-06,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_SAR_20160106.pdf
NYLOK LLC,SAR,2017-03-30,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_SAR_20170330.pdf
NYLOK LLC,SAR,2020-08-20,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_SAR_20200820.pdf
NYLOK LLC,TEST,2016-01-19,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_TEST_20160119.pdf
NYLOK LLC,TEST,2021-02-26,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_TEST_20210226.pdf
NYLOK LLC,VN,2014-01-23,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_VN_20140123.pdf
NYLOK LLC,VN,2015-01-06,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_VN_20150106.pdf
NYLOK LLC,VN,2016-04-01,48042.0,MACOMB,"15260 HALLMARK COURT, MACOMB, MI",N5656,"[-82.9745174, 42.6742604]",https://www.egle.state.mi.us/aps/downloads/srn/N5656/N5656_VN_20160401.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",FCE,2015-09-30,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_FCE_20150930.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",FCE,2017-03-31,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_FCE_20170331.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",FCE,2019-08-05,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_FCE_20190805.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",FCE,2021-09-24,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_FCE_20210924.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",RVN,2016-08-30,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_RVN_20160830.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",RVN,2021-11-09,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_RVN_20211109.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",SAR,2015-07-24,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_SAR_20150724.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",SAR,2017-03-22,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_SAR_20170322.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",SAR,2019-03-06,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_SAR_20190306.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",SAR,2021-02-09,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_SAR_20210209.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",TEST,2017-11-20,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_TEST_20171120.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",VN,2016-08-11,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_VN_20160811.pdf
"AXALTA COATING SYSTEMS U.S.A., LLC",VN,2021-10-19,48043.0,MACOMB,"400 GROESBECK HWY, MOUNT CLEMENS, MI",A3569,"[-82.88710999999999, 42.6125446]",https://www.egle.state.mi.us/aps/downloads/srn/A3569/A3569_VN_20211019.pdf
HYDRA LOCK CORP,SAR,2016-08-24,48043.0,MACOMB,"25000 JOY BLVD, MOUNT CLEMENS, MI",N6509,"[-82.85775230000002, 42.6088119]",https://www.egle.state.mi.us/aps/downloads/srn/N6509/N6509_SAR_20160824.pdf
HYDRA LOCK CORP,SAR,2018-06-06,48043.0,MACOMB,"25000 JOY BLVD, MOUNT CLEMENS, MI",N6509,"[-82.85775230000002, 42.6088119]",https://www.egle.state.mi.us/aps/downloads/srn/N6509/N6509_SAR_20180606.pdf
"SUPERIOR MATERIALS, LLC",SAR,2016-09-09,48043.0,MACOMB,"40 FLORAL AVE, MOUNT CLEMENS, MI",F2181,"[-82.89404789999999, 42.5961839]",https://www.egle.state.mi.us/aps/downloads/srn/F2181/F2181_SAR_20160909.pdf
A & C ELECTRIC,RVN,2018-11-02,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_RVN_20181102.pdf
A & C ELECTRIC,RVN,2019-10-14,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_RVN_20191014.pdf
A & C ELECTRIC,SAR,2017-05-10,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_SAR_20170510.pdf
A & C ELECTRIC,SAR,2018-08-16,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_SAR_20180816.pdf
A & C ELECTRIC,SAR,2019-08-23,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_SAR_20190823.pdf
A & C ELECTRIC,SAR,2021-08-17,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_SAR_20210817.pdf
A & C ELECTRIC,VN,2017-07-18,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_VN_20170718.pdf
A & C ELECTRIC,VN,2018-10-19,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_VN_20181019.pdf
A & C ELECTRIC,VN,2019-09-27,48045.0,MACOMB,"41225 IRWIN ROAD, HARRISON TWP, MI",N6908,"[-82.85257759999999, 42.5982464]",https://www.egle.state.mi.us/aps/downloads/srn/N6908/N6908_VN_20190927.pdf
ARISTO-COTE INC.,RVN,2019-03-12,48045.0,MACOMB,"24951 JOY BLVD, HARRISON TWP, MI",N6938,"[-82.85766819999999, 42.6105579]",https://www.egle.state.mi.us/aps/downloads/srn/N6938/N6938_RVN_20190312.pdf
ARISTO-COTE INC.,SAR,2015-08-25,48045.0,MACOMB,"24951 JOY BLVD, HARRISON TWP, MI",N6938,"[-82.85766819999999, 42.6105579]",https://www.egle.state.mi.us/aps/downloads/srn/N6938/N6938_SAR_20150825.pdf
ARISTO-COTE INC.,SAR,2020-11-12,48045.0,MACOMB,"24951 JOY BLVD, HARRISON TWP, MI",N6938,"[-82.85766819999999, 42.6105579]",https://www.egle.state.mi.us/aps/downloads/srn/N6938/N6938_SAR_20201112.pdf
ARISTO-COTE INC.,VN,2018-05-04,48045.0,MACOMB,"24951 JOY BLVD, HARRISON TWP, MI",N6938,"[-82.85766819999999, 42.6105579]",https://www.egle.state.mi.us/aps/downloads/srn/N6938/N6938_VN_20180504.pdf
ARISTO-COTE INC.,VN,2019-01-10,48045.0,MACOMB,"24951 JOY BLVD, HARRISON TWP, MI",N6938,"[-82.85766819999999, 42.6105579]",https://www.egle.state.mi.us/aps/downloads/srn/N6938/N6938_VN_20190110.pdf
SELFRIDGE PLATING INC,FCE,2018-01-23,48045.0,MACOMB,"42081 IRWIN RD, HARRISON TWP, MI",B6220,"[-82.8523864, 42.6037025]",https://www.egle.state.mi.us/aps/downloads/srn/B6220/B6220_FCE_20180123.pdf
SELFRIDGE PLATING INC,FCE,2019-07-15,48045.0,MACOMB,"42081 IRWIN RD, HARRISON TWP, MI",B6220,"[-82.8523864, 42.6037025]",https://www.egle.state.mi.us/aps/downloads/srn/B6220/B6220_FCE_20190715.pdf
SELFRIDGE PLATING INC,SAR,2017-12-12,48045.0,MACOMB,"42081 IRWIN RD, HARRISON TWP, MI",B6220,"[-82.8523864, 42.6037025]",https://www.egle.state.mi.us/aps/downloads/srn/B6220/B6220_SAR_20171212.pdf
SELFRIDGE PLATING INC,SAR,2019-07-09,48045.0,MACOMB,"42081 IRWIN RD, HARRISON TWP, MI",B6220,"[-82.8523864, 42.6037025]",https://www.egle.state.mi.us/aps/downloads/srn/B6220/B6220_SAR_20190709.pdf
TEMP-RITE STEEL TREATING INC,SAR,2015-01-09,48045.0,MACOMB,"42386 EXECUTIVE DR, HARRISON TWP, MI",N1202,"[-82.8544288, 42.6061296]",https://www.egle.state.mi.us/aps/downloads/srn/N1202/N1202_SAR_20150109.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,FCE,2014-09-26,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_FCE_20140926.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,FCE,2016-08-04,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_FCE_20160804.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,SAR,2014-07-11,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_SAR_20140711.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,SAR,2016-07-05,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_SAR_20160705.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,SAR,2017-06-12,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_SAR_20170612.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,SAR,2021-08-06,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_SAR_20210806.pdf
SELFRIDGE AIR NATIONAL GUARD BASE,VN,2021-11-29,48045.0,MACOMB,"SELFRIDGE AIR NATIONAL GUARD, MI 48045, MOUNT CLEMENS, MI",F3254,"[-82.8288888, 42.6149503]",https://www.egle.state.mi.us/aps/downloads/srn/F3254/F3254_VN_20211129.pdf
"CADILLAC ASPHALT, LLC, MT. CLEMENS",FCE,2020-09-24,48043.0,MACOMB,"67 MARY, MOUNT CLEMENS, MI",A3352,"[-82.8926814, 42.6010305]",https://www.egle.state.mi.us/aps/downloads/srn/A3352/A3352_FCE_20200924.pdf
"CADILLAC ASPHALT, LLC, MT. CLEMENS",SAR,2014-08-04,48043.0,MACOMB,"67 MARY, MOUNT CLEMENS, MI",A3352,"[-82.8926814, 42.6010305]",https://www.egle.state.mi.us/aps/downloads/srn/A3352/A3352_SAR_20140804.pdf
"CADILLAC ASPHALT, LLC, MT. CLEMENS",SAR,2020-07-09,48043.0,MACOMB,"67 MARY, MOUNT CLEMENS, MI",A3352,"[-82.8926814, 42.6010305]",https://www.egle.state.mi.us/aps/downloads/srn/A3352/A3352_SAR_20200709.pdf
FOREVER FAITHFUL PET CREMATION SERVICE,SAR,2015-06-19,48047.0,MACOMB,"28165 KEHRIG, CHESTERFIELD, MI",P0303,"[-82.8280614, 42.6316625]",https://www.egle.state.mi.us/aps/downloads/srn/P0303/P0303_SAR_20150619.pdf
"WPI - WELDERS & PRESSES, INC.",SAR,2017-10-17,48047.0,MACOMB,"27295 LUCKINO DRIVE, CHESTERFIELD, MI",P0885,"[-82.8342737, 42.6439556]",https://www.egle.state.mi.us/aps/downloads/srn/P0885/P0885_SAR_20171017.pdf
"WPI - WELDERS & PRESSES, INC.",SAR,2019-03-20,48047.0,MACOMB,"27295 LUCKINO DRIVE, CHESTERFIELD, MI",P0885,"[-82.8342737, 42.6439556]",https://www.egle.state.mi.us/aps/downloads/srn/P0885/P0885_SAR_20190320.pdf
"WPI - WELDERS & PRESSES, INC.",SAR,2020-08-25,48047.0,MACOMB,"27295 LUCKINO DRIVE, CHESTERFIELD, MI",P0885,"[-82.8342737, 42.6439556]",https://www.egle.state.mi.us/aps/downloads/srn/P0885/P0885_SAR_20200825.pdf
"WPI - WELDERS & PRESSES, INC.",VN,2018-01-24,48047.0,MACOMB,"27295 LUCKINO DRIVE, CHESTERFIELD, MI",P0885,"[-82.8342737, 42.6439556]",https://www.egle.state.mi.us/aps/downloads/srn/P0885/P0885_VN_20180124.pdf
INTERNATIONAL CASTING CORP,SAR,2013-11-19,48047.0,MACOMB,"37087 GREEN ST, NEW BALTIMORE, MI",B6425,"[-82.7297408, 42.6867163]",https://www.egle.state.mi.us/aps/downloads/srn/B6425/B6425_SAR_20131119.pdf
INTERNATIONAL CASTING CORP,SAR,2016-07-01,48047.0,MACOMB,"37087 GREEN ST, NEW BALTIMORE, MI",B6425,"[-82.7297408, 42.6867163]",https://www.egle.state.mi.us/aps/downloads/srn/B6425/B6425_SAR_20160701.pdf
INTERNATIONAL CASTING CORP,SAR,2020-08-13,48047.0,MACOMB,"37087 GREEN ST, NEW BALTIMORE, MI",B6425,"[-82.7297408, 42.6867163]",https://www.egle.state.mi.us/aps/downloads/srn/B6425/B6425_SAR_20200813.pdf
INTERNATIONAL CASTING CORP,SAR,2021-07-01,48047.0,MACOMB,"37087 GREEN ST, NEW BALTIMORE, MI",B6425,"[-82.7297408, 42.6867163]",https://www.egle.state.mi.us/aps/downloads/srn/B6425/B6425_SAR_20210701.pdf
"PINE TREE ACRES, INC.",FCE,2014-08-06,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_FCE_20140806.pdf
"PINE TREE ACRES, INC.",FCE,2015-08-07,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_FCE_20150807.pdf
"PINE TREE ACRES, INC.",FCE,2016-04-12,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_FCE_20160412.pdf
"PINE TREE ACRES, INC.",FCE,2020-06-18,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_FCE_20200618.pdf
"PINE TREE ACRES, INC.",RVN,2016-05-16,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_RVN_20160516.pdf
"PINE TREE ACRES, INC.",RVN,2020-02-20,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_RVN_20200220.pdf
"PINE TREE ACRES, INC.",RVN,2020-07-28,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_RVN_20200728.pdf
"PINE TREE ACRES, INC.",RVN,2020-08-10,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_RVN_20200810.pdf
"PINE TREE ACRES, INC.",SAR,2014-08-06,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_SAR_20140806.pdf
"PINE TREE ACRES, INC.",SAR,2015-08-07,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_SAR_20150807.pdf
"PINE TREE ACRES, INC.",SAR,2016-04-12,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_SAR_20160412.pdf
"PINE TREE ACRES, INC.",SAR,2020-06-18,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_SAR_20200618.pdf
"PINE TREE ACRES, INC.",TEST,2014-04-08,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20140408.pdf
"PINE TREE ACRES, INC.",TEST,2015-02-09,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20150209.pdf
"PINE TREE ACRES, INC.",TEST,2016-02-08,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20160208.pdf
"PINE TREE ACRES, INC.",TEST,2016-04-20,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20160420.pdf
"PINE TREE ACRES, INC.",TEST,2017-02-13,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20170213.pdf
"PINE TREE ACRES, INC.",TEST,2018-02-12,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20180212.pdf
"PINE TREE ACRES, INC.",TEST,2019-02-12,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20190212.pdf
"PINE TREE ACRES, INC.",TEST,2019-03-14,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20190314.pdf
"PINE TREE ACRES, INC.",TEST,2019-06-03,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20190603.pdf
"PINE TREE ACRES, INC.",TEST,2019-06-20,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20190620.pdf
"PINE TREE ACRES, INC.",TEST,2019-12-11,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20191211.pdf
"PINE TREE ACRES, INC.",TEST,2020-01-09,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20200109.pdf
"PINE TREE ACRES, INC.",TEST,2020-01-14,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20200114.pdf
"PINE TREE ACRES, INC.",TEST,2020-05-14,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20200514.pdf
"PINE TREE ACRES, INC.",TEST,2020-12-08,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20201208.pdf
"PINE TREE ACRES, INC.",TEST,2021-02-08,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_TEST_20210208.pdf
"PINE TREE ACRES, INC.",VN,2016-04-27,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_VN_20160427.pdf
"PINE TREE ACRES, INC.",VN,2020-01-31,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_VN_20200131.pdf
"PINE TREE ACRES, INC.",VN,2020-07-09,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_VN_20200709.pdf
"PINE TREE ACRES, INC.",VN,2020-07-22,48048.0,MACOMB,"36600  29 MILE RD., LENOX, MI",N5984,"[-82.7461175, 42.7642545]",https://www.egle.state.mi.us/aps/downloads/srn/N5984/N5984_VN_20200722.pdf
AJAX MATERIALS CORPORATION,FCE,2020-09-24,48048.0,MACOMB,"57895 IAFRATE DRIVE, NEW HAVEN, MI",N6579,"[-82.8013107, 42.7294758]",https://www.egle.state.mi.us/aps/downloads/srn/N6579/N6579_FCE_20200924.pdf
AJAX MATERIALS CORPORATION,SAR,2020-08-18,48048.0,MACOMB,"57895 IAFRATE DRIVE, NEW HAVEN, MI",N6579,"[-82.8013107, 42.7294758]",https://www.egle.state.mi.us/aps/downloads/srn/N6579/N6579_SAR_20200818.pdf
ALD THERMAL TREATMENT,SAR,2021-06-07,48048.0,SAINT CLAIR,"2656 24TH STREET, PORT HURON, MI",P1034,"[-82.44971799999999, 42.9541113]",https://www.egle.state.mi.us/aps/downloads/srn/P1034/P1034_SAR_20210607.pdf
"CHEMICO SYSTEMS, INC.",RVN,2016-07-22,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_RVN_20160722.pdf
"CHEMICO SYSTEMS, INC.",RVN,2017-08-11,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_RVN_20170811.pdf
"CHEMICO SYSTEMS, INC.",RVN,2020-06-23,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_RVN_20200623.pdf
"CHEMICO SYSTEMS, INC.",SAR,2016-07-27,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_SAR_20160727.pdf
"CHEMICO SYSTEMS, INC.",VN,2016-07-06,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_VN_20160706.pdf
"CHEMICO SYSTEMS, INC.",VN,2017-07-21,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_VN_20170721.pdf
"CHEMICO SYSTEMS, INC.",VN,2020-06-15,48051.0,MACOMB,"50725 RICHARD WEST BLVD., CHESTERFIELD, MI",N5722,"[-82.8514417, 42.6696771]",https://www.egle.state.mi.us/aps/downloads/srn/N5722/N5722_VN_20200615.pdf
