srn,city,approved,notes,id,name,zip_code,county,full_address,geometry,source_id,fce
B1577,KINGSFORD,1/11/2005,Rolled into ROP,B1577,GREDE LLC - IRON MOUNTAIN,49802.0,DICKINSON,"801 S CARPENTER AVE, KINGSFORD, MI","[-88.06924520000001, 45.798365]",B1577,4.0
B1577,KINGSFORD,12/16/2009,Rolled into ROP,B1577,GREDE LLC - IRON MOUNTAIN,49802.0,DICKINSON,"801 S CARPENTER AVE, KINGSFORD, MI","[-88.06924520000001, 45.798365]",B1577,4.0
B1577,KINGSFORD,12/2/2016,,B1577,GREDE LLC - IRON MOUNTAIN,49802.0,DICKINSON,"801 S CARPENTER AVE, KINGSFORD, MI","[-88.06924520000001, 45.798365]",B1577,4.0
B1581,KINGSFORD,11/10/1999,General PTI,B1581,MIDWEST GRAVEL INC,49801.0,DICKINSON,"EAST BREITUNG AVENUE, IRON MOUNTAIN, MI","[-88.0426349, 45.798692]",,0.0
B1582,KINGSFORD,1/17/2014,,B1582,SMITH CASTINGS LLC,49802.0,DICKINSON,"FORD PLT BLDG 1, KINGSFORD, MI","[-88.1185699, 45.81498209999999]",,0.0
N3753,KINGSFORD,3/24/2015,,N3753,ALTER TRADING CORPORATION,49801.0,DICKINSON,"100 SUPERIOR AVE, KINGSFORD, MI","[-88.060166, 45.7877224]",,0.0
N5173,KINGSFORD,2/17/1999,,N5173,NELSON PAINT CO,49802.0,DICKINSON,"ONE NELSON DR, KINGSFORD, MI","[-88.06942289999999, 45.8015365]",,0.0
N6792,KINGSFORD,3/28/2000,,,,,,,,,
N7673,NORWAY,7/13/2009,,N7673,LOADMASTER CORPORATION,49870.0,DICKINSON,"100 W ELEVENTH AVE, NORWAY, MI","[-87.9124251, 45.7911859]",,0.0
B7192,QUINNESEC,6/19/1997,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,6/4/2004,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,1/23/2006,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,12/8/2005,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,11/21/2006,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,3/26/2007,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,4/4/2008,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,11/13/2008,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,10/20/2010,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,5/1/2012,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,10/31/2018,Rolled into ROP,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
B7192,QUINNESEC,8/17/2021,,B7192,"VERSO QUINNESEC, LLC",49876.0,DICKINSON,"W-6791 US HIGHWAY 2, QUINNESEC, MI","[-87.95932959999999, 45.8022028]",B7192,3.0
N7967,QUINNESEC,3/17/2008,,N7967,DENNY OLSON #4-08,49876.0,DICKINSON,"PORTABLE CRUSHING PLANT #4-08, QUINNESEC, MI","[-87.9950339, 45.802194]",,0.0
N1315,SAGOLA,9/19/2000,Rolled into ROP,N1315,LOUISIANA-PACIFIC CORP SAGOLA PLANT,49881.0,DICKINSON,"N8504  HIGHWAY M-95, SAGOLA, MI","[-88.0615116, 46.0384944]",N1315,4.0
N1315,SAGOLA,5/17/2004,Rolled into ROP,N1315,LOUISIANA-PACIFIC CORP SAGOLA PLANT,49881.0,DICKINSON,"N8504  HIGHWAY M-95, SAGOLA, MI","[-88.0615116, 46.0384944]",N1315,4.0
N1315,SAGOLA,3/12/2007,Rolled into ROP,N1315,LOUISIANA-PACIFIC CORP SAGOLA PLANT,49881.0,DICKINSON,"N8504  HIGHWAY M-95, SAGOLA, MI","[-88.0615116, 46.0384944]",N1315,4.0
N1315,SAGOLA,1/31/2008,Rolled into ROP,N1315,LOUISIANA-PACIFIC CORP SAGOLA PLANT,49881.0,DICKINSON,"N8504  HIGHWAY M-95, SAGOLA, MI","[-88.0615116, 46.0384944]",N1315,4.0
B1583,VULCAN,8/17/2001,,B1583,UNITED ABRASIVE INC,49892.0,DICKINSON,"19100 NORWAY, VULCAN, MI","[-87.9037364, 45.7869023]",,0.0
N7308,VULCAN,1/7/2004,,N7308,"STARSHIP ENTERPRISES, LLC",49892.0,DICKINSON,"1575 STURGEON MILL RD., VULCAN, MI","[-87.8395621, 45.77571630000001]",,0.0
N5720,BELLEVUE,3/13/2018,General PTI,N5720,CHENEY LIMESTONE CO,49021.0,EATON,"9400 SAND RD, BELLEVUE, MI","[-85.03577440000001, 42.4331675]",,0.0
P0526,BELLEVUE,7/28/2014,General PTI,P0526,"GREAT LAKES FUSION, LLC",48429.0,SHIAWASSEE,"BUSINESS DEVELOPMENT, DURAND, MI","[-83.9848073, 42.9112347]",,0.0
B2325,CHARLOTTE,5/12/1997,,,,,,,,,
B6189,CHARLOTTE,6/3/2016,,B6189,CITY OF CHARLOTTE WASTE WATER TREATMENT PLANT,48813.0,EATON,"1005 PAINE DR., CHARLOTTE, MI","[-84.8241833, 42.5482236]",,0.0
N0823,CHARLOTTE,8/22/1997,,N0823,S P KISH INDUSTRIES INC,48813.0,EATON,"600 W SEMINARY ST, CHARLOTTE, MI","[-84.8430352, 42.5600119]",,0.0
N2503,CHARLOTTE,7/15/2009,,N2503,"SPARTAN FIRE, LLC",48813.0,EATON,"1663 REYNOLDS RD, CHARLOTTE, MI","[-84.8497885, 42.5458207]",N2503,2.0
N3140,CHARLOTTE,9/29/1998,,N3140,CHARLOTTE ANODIZING PRODUCTS,48813.0,EATON,"591 E PACKARD HWY, CHARLOTTE, MI","[-84.8273025, 42.5826976]",,0.0
N6197,CHARLOTTE,1/23/2001,General PTI,,,,,,,,
N6818,CHARLOTTE,3/31/2020,,N6818,LINN PRODUCTS INC,48813.0,EATON,"1200 LIPSEY DRIVE, CHARLOTTE, MI","[-84.82958409999999, 42.58432759999999]",,0.0
P1175,CHARLOTTE,3/18/2021,,P1175,UTILIMASTER CORPORATION,48813.0,EATON,"1111 MIKESELL STREET, CHARLOTTE, MI","[-84.8494626, 42.5488627]",P1175,1.0
P0429,DELTA TOWNSHIP,12/29/2015,Rolled into ROP,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),48917.0,EATON,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]",P0429,5.0
P0429,DELTA TOWNSHIP,1/10/2017,Rolled into ROP,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),48917.0,EATON,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]",P0429,5.0
P0429,DELTA TOWNSHIP,12/16/2014,Rolled into ROP,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),48917.0,EATON,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]",P0429,5.0
P0429,DELTA TOWNSHIP,6/15/2015,Rolled into ROP,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),48917.0,EATON,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]",P0429,5.0
P0429,DELTA TOWNSHIP,5/3/2013,Rolled into ROP,P0429,MAGNA DEXSYS (DELTA EXTERIOR SYSTEMS),48917.0,EATON,"5589 W. MOUNT HOPE HIGHWAY, LANSING, MI","[-84.629272, 42.709792]",P0429,5.0
P0152,DIMONDALE,9/29/2017,,P0152,"MICHIGAN DEPT OF TECHNOLOGY, MANAGEMENT AND BUDGET",48821.0,EATON,"7432 PARSONS DR., DIMONDALE, MI","[-84.6747065, 42.6748388]",P0152,1.0
P0152,DIMONDALE,9/23/2019,,P0152,"MICHIGAN DEPT OF TECHNOLOGY, MANAGEMENT AND BUDGET",48821.0,EATON,"7432 PARSONS DR., DIMONDALE, MI","[-84.6747065, 42.6748388]",P0152,1.0
P1087,DIMONDALE,5/13/2020,Revised,P1087,GREEN PEAK INNOVATIONS LLC,48821.0,EATON,"10070 HARVEST PARK, DIMONDALE, MI","[-84.6411804, 42.6838874]",,0.0
N3022,EATON RAPIDS,11/17/1997,Rolled into ROP,N3022,EATON RAPIDS GAS STORAGE SYSTEM,48827.0,INGHAM,"3349 S WAVERLY RD, EATON RAPIDS, MI","[-84.6010422, 42.4864694]",N3022,3.0
N3022,EATON RAPIDS,3/9/1999,Rolled into ROP,N3022,EATON RAPIDS GAS STORAGE SYSTEM,48827.0,INGHAM,"3349 S WAVERLY RD, EATON RAPIDS, MI","[-84.6010422, 42.4864694]",N3022,3.0
N3677,EATON RAPIDS,8/3/1999,,N3677,MERIDIAN MAGNESIUM PRODUCTS OF AMERICA,48827.0,EATON,"2001 INDUSTRIAL DR., EATON RAPIDS, MI","[-84.6512249, 42.52423779999999]",,0.0
N7241,EATON RAPIDS,8/1/2003,,N7241,METOKOTE CORP.,48827.0,EATON,"3001 HOLLOW RIDGE DR., EATON RAPIDS, MI","[-84.6498847, 42.52741]",,0.0
N7241,EATON RAPIDS,11/23/2009,General PTI,N7241,METOKOTE CORP.,48827.0,EATON,"3001 HOLLOW RIDGE DR., EATON RAPIDS, MI","[-84.6498847, 42.52741]",,0.0
P0704,EATON RAPIDS,4/25/2016,General PTI,P0704,ROGER BETZ FARM,48827.0,EATON,"SEC 35 HAMLIN TWP., EATON RAPIDS, MI","[-84.65581399999999, 42.5092039]",,0.0
P0725,EATON RAPIDS,1/24/2017,,P0725,EATON RAPIDS ELECTRIC DEPARTMENT,48827.0,EATON,"300 MARKET STREE, EATON RAPIDS, MI","[-84.6539231, 42.5166112]",,0.0
P0973,EATON RAPIDS,3/21/2019,,P0973,RAPIDS TUMBLE FINISH,48827.0,EATON,"1607 HULTS ROAD, EATON RAPIDS, MI","[-84.65102619999999, 42.4930964]",,0.0
B6202,GRAND LEDGE,6/28/2018,,B6202,"E-T-M ENTERPRISES, INC.",48837.0,EATON,"920 N. CLINTON ST., GRAND LEDGE, MI","[-84.7389836, 42.7616968]",B6202,2.0
B7349,GRAND LEDGE,8/2/2018,,B7349,ROBERTS SINTO CORP.,48837.0,EATON,"150 ORCHARD STREET, GRAND LEDGE, MI","[-84.7374737, 42.7576326]",,0.0
N7297,GRAND LEDGE,10/24/2003,,N7297,"L.D. CLARK COMPANY, LLC",48837.0,EATON,"BUILDERS REDI-MIX, GRAND LEDGE, MI","[-84.77305360000001, 42.74093810000001]",,0.0
P0105,GRAND LEDGE,8/26/2020,,P0105,MACKENZIE RECYCLING CORP,48906.0,INGHAM,"2810 CHAMBERLAIN  ROAD, LANSING, MI","[-84.530727, 42.763799]",,0.0
P0105,GRAND LEDGE,9/10/2020,General PTI,P0105,MACKENZIE RECYCLING CORP,48906.0,INGHAM,"2810 CHAMBERLAIN  ROAD, LANSING, MI","[-84.530727, 42.763799]",,0.0
B4001,LANSING,8/26/2008,Rolled into ROP,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B4001,LANSING,2/6/2009,Rolled into ROP,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B4001,LANSING,7/21/2009,Rolled into ROP,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B4001,LANSING,8/6/2009,Rolled into ROP,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B4001,LANSING,10/8/2020,,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B4001,LANSING,1/11/2022,,B4001,"LBWL, ERICKSON STATION",48917.0,EATON,"3725 SOUTH CANAL ROAD, LANSING, MI","[-84.6578024, 42.692463]",B4001,5.0
B5393,LANSING,10/9/2000,,B5393,PURINA MILLS  INC,48917.0,EATON,"5620 MILLETT HWY, LANSING, MI","[-84.6298444, 42.69847]",,0.0
N6950,LANSING,4/5/2005,Rolled into ROP,N6950,GENERAL MOTORS LLC-LANSING DELTA TOWNSHIP,48917.0,EATON,"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]",N6950,3.0
N6950,LANSING,11/25/2008,Rolled into ROP,N6950,GENERAL MOTORS LLC-LANSING DELTA TOWNSHIP,48917.0,EATON,"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]",N6950,3.0
N6950,LANSING,9/23/2009,Rolled into ROP,N6950,GENERAL MOTORS LLC-LANSING DELTA TOWNSHIP,48917.0,EATON,"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]",N6950,3.0
N6950,LANSING,2/24/2011,Rolled into ROP,N6950,GENERAL MOTORS LLC-LANSING DELTA TOWNSHIP,48917.0,EATON,"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]",N6950,3.0
N6950,LANSING,3/26/2014,Rolled into ROP,N6950,GENERAL MOTORS LLC-LANSING DELTA TOWNSHIP,48917.0,EATON,"8175 MILLETT HIGHWAY, LANSING, MI","[-84.6721441, 42.6959874]",N6950,3.0
N7931,LANSING,11/2/2016,,N7931,LANSING ASPHALT TERMINAL CO,48917.0,EATON,"3900 SOUTH CREYTS RD, LANSING, MI","[-84.64247809999999, 42.6933502]",,0.0
P0198,LANSING,1/2/2013,,P0198,CAPITAL ASPHALT,48917.0,EATON,"3888 S CANAL RD, LANSING, MI","[-84.6630941, 42.6943284]",P0198,3.0
P1050,LANSING,9/19/2019,,P1050,CINTAS CORPORATION,48917.0,EATON,"2408 S CANAL ROAD, LANSING, MI","[-84.6629935, 42.7080686]",P1050,1.0
P1233,LANSING,12/8/2021,,,,,,,,,
P0629,SUNFIELD,9/2/2015,,P0629,HENNEY FARMS,48890.0,EATON,"12711 ROUND LAKE RD, SUNFIELD, MI","[-85.0195629, 42.7505657]",,0.0
P0179,HARBOR SPRINGS,12/10/2010,,P0179,CITY OF HARBOR SPRINGS,49740.0,EMMET,"800 STATE RD, HARBOR SPGS, MI","[-84.9888749, 45.4362151]",,0.0
P0180,HARBOR SPRINGS,12/10/2010,,P0180,CITY OF HARBOR SPRINGS,49740.0,EMMET,"550 4TH ST, HARBOR SPGS, MI","[-84.9994346, 45.4308437]",,0.0
P0181,HARBOR SPRINGS,12/10/2010,,P0181,CITY OF HARBOR SPRINGS,49740.0,EMMET,"119 E MAIN ST, HARBOR SPGS, MI","[-84.9886894, 45.4299301]",,0.0
N3320,LEVERING,5/14/1998,,,,,,,,,
B2278,PETOSKEY,3/17/2008,,B2278,SUPERIOR ASPHALT PAVINC INC,49770.0,EMMET,"2607 SELDON RD, PETOSKEY, MI","[-84.7532258, 45.3541236]",,0.0
N3887,PETOSKEY,4/14/2016,,N3887,"ZD METAL PRODUCTS, INC.",49770.0,EMMET,"1950 FOCHTMAN INDUSTRIAL PARK DRIVE, PETOSKEY, MI","[-84.8751103, 45.3981556]",,0.0
N7068,PETOSKEY,1/17/2002,,N7068,LITTLE TRAVERSE BAY HUMANE SOCIETY,49770.0,EMMET,"1300 W CONWAY RD, PETOSKEY, MI","[-84.8869287, 45.4269456]",,0.0
N7111,PETOSKEY,1/10/2012,,N7111,CIRCUIT CONTROLS CORPORATION,49770.0,EMMET,"2277 M-119 HWY, PETOSKEY, MI","[-84.9029551, 45.4033053]",,0.0
N7306,PETOSKEY,2/11/2005,,N7306,PETOSKEY PLASTICS INC.,49770.0,EMMET,"4226 U.S. 31 SOUTH, PETOSKEY, MI","[-85.0297138, 45.359394]",N7306,1.0
N8145,PETOSKEY,9/29/2008,General PTI,N8145,"LOWE'S HOME CENTERS, INC",49770.0,EMMET,"2140 ANDERSON RD, PETOSKEY, MI","[-84.9742752, 45.3474132]",,0.0
B1597,BURTON,1/22/2016,,B1597,ACE-SAGINAW PAVING CO. PLANT 3,48529.0,GENESEE,"4190 JIMBO DR, BURTON, MI","[-83.6466669, 42.969145]",B1597,3.0
N7625,BURTON,6/27/2006,General PTI,N7625,SUNOCO INC. (R & M),48509.0,GENESEE,"5479 LAPEER RD, BURTON, MI","[-83.5969643, 43.0113191]",,0.0
N7635,BURTON,7/18/2006,General PTI,N7635,DMSK ENTERPRISES INC DBA MAACO COLLISION REPAIR,48529.0,GENESEE,"3345 DORT HWY, BURTON, MI","[-83.652497, 42.979725]",,0.0
N7737,BURTON,12/18/2006,General PTI,N7737,ZITO CONSTRUCTION CO,48529.0,GENESEE,"2374 RED ARROW RD, BURTON, MI","[-83.6581889, 42.977169]",,0.0
N7858,BURTON,8/22/2007,General PTI,N7858,TRI CITY AGGREGATES,48529.0,GENESEE,"3251 BRISTOL RD, BURTON, MI","[-83.6436021, 42.9758995]",,0.0
N8296,BURTON,7/14/2009,General PTI,N8296,SUNOCO INC (REM SITE),48509.0,GENESEE,"4012 DAVISON RD, BURTON, MI","[-83.6349719, 43.032781]",,0.0
P0999,BURTON,5/14/2019,,P0999,"GM LLC, CCA - DAVISON ROAD",48209.0,GENESEE,"4420 DAVISON ROAD, BURTON, MI","[-83.6215789, 43.0303908]",,0.0
P0539,CLIO,5/11/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,DAVISON,7/19/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLINT,5/9/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLINT,11/15/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLINT,2/13/2018,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLINT,11/26/2018,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLINT,9/10/2019,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,FLUSHING,11/14/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,MONTROSE,4/21/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,LAPEER,4/14/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,NORTH BRANCH,9/5/2014,General PTI,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,RAY TOWNSHIP,3/2/2018,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,ROMEO,4/7/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,SOUTHFIELD,4/26/2018,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,BIRCH RUN,9/13/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,CARROLLTON,5/1/2017,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0539,SAGINAW,7/25/2019,,P0539,WEBER SAND & GRAVEL INC.-NORTH BRANCH,48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0580,CLIO,1/9/2015,,P0580,"GREAT LAKES CREMATION SERVICE, LLC",48420.0,GENESEE,"800 TACOMA COURT, CLIO, MI","[-83.74668179999999, 43.1794465]",,0.0
P0755,CLIO,5/20/2019,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,DAVISON,5/2/2019,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,FLUSHING,10/24/2017,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,IMLAY CITY,2/14/2018,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,METAMORA,10/13/2016,General PTI,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,RAY TOWNSHIP,7/11/2019,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,RAY TOWNSHIP,9/30/2019,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,OXFORD,10/22/2020,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0755,CARROLTON,2/11/2021,,P0755,"WEBER SAND & GRAVEL, INC. PTI 170-16",48461.0,LAPEER,"4242 FISH LAKE ROAD, NORTH BRANCH, MI","[-83.25215820000001, 43.1550239]",,0.0
P0764,CLIO,11/30/2005,General PTI,P0764,BP PRODUCTS NORTH AMERICA,48420.0,GENESEE,"4465 W. VIENNA ROAD, CLIO, MI","[-83.771821, 43.1768226]",,0.0
N2664,DAVISON,12/3/2019,,N2664,PIONEER CABINETRY INC,48423.0,GENESEE,"301 W RISING, DAVISON, MI","[-83.5211073, 43.0282567]",,0.0
P0078,DAVISON,3/8/2010,General PTI,P0078,"HUNT FARMS, INC",48423.0,GENESEE,"12169 E RICHFIELD RD, DAVISON, MI","[-83.47229449999999, 43.06486599999999]",,0.0
P0078,DAVISON,3/8/2010,General PTI,P0078,"HUNT FARMS, INC",48423.0,GENESEE,"12169 E RICHFIELD RD, DAVISON, MI","[-83.47229449999999, 43.06486599999999]",,0.0
B7530,FENTON,8/3/2017,,B7530,ACUMENT GLOBAL TECHNOLOGIES - FENTON PROCESSING,48430.0,GENESEE,"2480 OWEN RD, FENTON, MI","[-83.72518509999999, 42.790741]",,0.0
B7530,FENTON,3/7/1997,,B7530,ACUMENT GLOBAL TECHNOLOGIES - FENTON PROCESSING,48430.0,GENESEE,"2480 OWEN RD, FENTON, MI","[-83.72518509999999, 42.790741]",,0.0
N1912,FENTON,12/22/2008,,N1912,DOMICO MED-DEVICE,48430.0,GENESEE,"14241 FENTON RD, FENTON, MI","[-83.7038056, 42.8212712]",N1912,2.0
N2115,FENTON,8/3/2004,,N2115,CREATIVE FOAM CORP,48430.0,GENESEE,"300 N ALLOY DR, FENTON, MI","[-83.72755099999999, 42.79964349999999]",N2115,1.0
N6574,FENTON,1/11/2018,,N6574,CREATIVE FOAM CORPORATION,48430.0,GENESEE,"555 FENWAY DRIVE, FENTON, MI","[-83.727717, 42.7949435]",N6574,1.0
B1604,FLINT,5/10/2016,,B1604,GM LLC CUSTOMER CARE & AFTERSALES - SWARTZ CREEK,48554.0,GENESEE,"6060 W. BRISTOL RD., FLINT, MI","[-83.7913098, 42.97642940000001]",B1604,1.0
B1606,FLINT,9/18/2001,Rolled into ROP,B1606,GENERAL MOTORS LLC FLINT ASSEMBLY,48551.0,GENESEE,"G-3100  VAN SLYKE RD., FLINT, MI","[-83.7126275, 42.9683514]",B1606,3.0
B1606,FLINT,10/29/2004,Rolled into ROP,B1606,GENERAL MOTORS LLC FLINT ASSEMBLY,48551.0,GENESEE,"G-3100  VAN SLYKE RD., FLINT, MI","[-83.7126275, 42.9683514]",B1606,3.0
B1606,FLINT,8/29/2005,Rolled into ROP,B1606,GENERAL MOTORS LLC FLINT ASSEMBLY,48551.0,GENESEE,"G-3100  VAN SLYKE RD., FLINT, MI","[-83.7126275, 42.9683514]",B1606,3.0
