id,name_x,zip_code,county,full_address,geometry,fce,sar,violations,total,income_poverty_level,white_pct,black_pct,am_indian_ak_native_pct,asian_pct,hi_pc_islander_pct,other_pct,srn,approved,years,years_converted,fce_per_year
N3920,CONSUMERS ENERGY - FREEDOM COMPRESSOR STATION,48158,WASHTENAW,"12201  PLEASANT LAKE RD, MANCHESTER, MI","[-83.9688039, 42.2069489]",4.0,4.0,0.0,7547.0,5.9,96.8,1.2,0.6,0.3,0.0,1.0,N3920,2017-11-30,4.334106792062808,4.334106792062808,0.9229121920404295
P0925,"FAST TRACK VENTURES, LLC",48158,WASHTENAW,"100 EAST MAIN STREET, MANCHESTER, MI","[-84.0401399, 42.1497292]",0.0,1.0,0.0,7547.0,5.9,96.8,1.2,0.6,0.3,0.0,1.0,P0925,2018-06-04,3.824856088762945,3.824856088762945,0.0
N8250,M-52 SAND & GRAVEL LLC,48158,WASHTENAW,"6700 MICHIGAN STATE ROAD M-52, MANCHESTER, MI","[-84.0332648, 42.2264985]",0.0,0.0,0.0,7547.0,5.9,96.8,1.2,0.6,0.3,0.0,1.0,N8250,2009-04-06,12.985892934146491,9.0,0.0
B4923,STONECO INC,48159,MONROE,"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]",2.0,2.0,0.0,2615.0,4.6,95.7,1.7,0.0,0.8,0.0,1.8,B4923,2009-03-13,13.051602702314216,9.0,0.2222222222222222
K2688,B.O.P. FEDERAL CORRECTIONAL INSTITUTE,48160,WASHTENAW,"BOX 9999, EAST ARKONA ROAD, MILAN, MI","[-83.6863154, 42.098546]",1.0,1.0,0.0,12232.0,4.2,87.0,8.4,0.3,0.5,0.0,3.7,K2688,1999-01-27,23.176382814157716,9.0,0.1111111111111111
A6714,GEORGIA-PACIFIC CORRUGATED LLC,48160,WASHTENAW,"951 COUNTY ST, MILAN, MI","[-83.6677551, 42.0861285]",0.0,2.0,0.0,12232.0,4.2,87.0,8.4,0.3,0.5,0.0,3.7,A6714,2020-06-09,1.8097565316194035,1.8097565316194035,0.0
B6622,OPTA MINERALS,48160,MONROE,"345 E MAIN ST, MILAN, MI","[-83.6753573, 42.08204420000001]",0.0,1.0,1.0,12232.0,4.2,87.0,8.4,0.3,0.5,0.0,3.7,B6622,2017-12-08,4.3122035360068995,4.3122035360068995,0.0
N5778,"CADILLAC ASPHALT, LLC",48161,MONROE,"15203 S TELEGRAPH, MONROE, MI","[-83.4379876, 41.891408]",1.0,1.0,1.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,N5778,2021-03-11,1.056832104697564,1.056832104697564,0.9462240932642487
B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",4.0,5.0,10.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,B2816,2001-11-13,20.380979760022452,9.0,0.4444444444444444
P0910,F G ANGELO & SONS,48161,MONROE,"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]",0.0,1.0,0.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,P0910,2018-04-25,3.9343723690424857,3.9343723690424857,0.0
B7061,GERDAU MACSTEEL MONROE MILL,48161,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",4.0,3.0,9.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,B7061,2006-03-31,16.003066455847826,9.0,0.4444444444444444
N7012,MID-AMERICAN RECYCLERS INC.     (MARTEQ),48161,MONROE,"425 BORCHERT PARK DRIVE, MONROE, MI","[-83.36839560000001, 41.8972322]",0.0,0.0,0.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,N7012,2003-06-17,18.790255788962128,9.0,0.0
N6543,MONROE CO ANIMAL CONTROL,48161,MONROE,"911 S RAISINVILLE RD, MONROE, MI","[-83.4625629, 41.9266505]",0.0,1.0,1.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,N6543,1998-11-12,23.384463746688844,9.0,0.0
P0073,VENTOWER INDUSTRIES LLC,48161,MONROE,"111 BORCHERT PARK DRIVE, MONROE, MI","[-83.3694226, 41.894862]",1.0,1.0,1.0,25853.0,17.0,91.4,3.5,0.6,0.6,0.0,3.9,P0073,2014-11-07,7.397824732882948,7.397824732882948,0.13517487046632123
N6452,ADVANCED HEAT TREAT CORP,48162,MONROE,"1625 ROSE ST, MONROE, MI","[-83.3670016, 41.9205874]",2.0,2.0,1.0,27087.0,12.9,93.1,3.8,0.3,0.3,0.0,2.5,N6452,2002-03-26,20.016838128092978,9.0,0.2222222222222222
A4074,IKO MONROE INC,48162,MONROE,"1151 W ELM AVE, MONROE, MI","[-83.4099823, 41.9254569]",0.0,0.0,0.0,27087.0,12.9,93.1,3.8,0.3,0.3,0.0,2.5,A4074,1997-12-12,24.301662594029995,9.0,0.0
N6169,PIONEER METAL FINISHING,48162,MONROE,"525 TERNES DR, MONROE, MI","[-83.3678365, 41.917548]",0.0,1.0,1.0,27087.0,12.9,93.1,3.8,0.3,0.3,0.0,2.5,N6169,2021-06-10,0.8076825670616098,0.8076825670616098,0.0
N5675,SPARTAN STEEL COATING,48162,MONROE,"3300 WOLVERINE DR, MONROE, MI","[-83.34975399999999, 41.9607243]",2.0,1.0,0.0,27087.0,12.9,93.1,3.8,0.3,0.3,0.0,2.5,N5675,2007-07-24,14.688871092493343,9.0,0.2222222222222222
P1170,YANFENG GLOBAL AUTOMOTIVE,48162,MONROE,"1833 FRENCHTOWN CENTER DRIVE, MONROE, MI","[-83.3505528, 41.9337595]",0.0,0.0,0.0,27087.0,12.9,93.1,3.8,0.3,0.3,0.0,2.5,P1170,2021-04-07,0.9829086155088742,0.9829086155088742,0.0
M4406,BONSAL AMERICAN INC,48164,WAYNE,"36506 SIBLEY RD, NEW BOSTON, MI","[-83.394589, 42.166064]",0.0,0.0,0.0,8713.0,4.1,96.0,1.2,0.3,0.9,0.0,1.6,M4406,2007-04-16,14.959923886185205,9.0,0.0
P0810,BROSE NEW BOSTON INC.,48164,WAYNE,"23400 BELL ROAD, NEW BOSTON, MI","[-83.3849485, 42.1338674]",0.0,2.0,0.0,8713.0,4.1,96.0,1.2,0.3,0.9,0.0,1.6,P0810,2017-05-16,4.876212379446532,4.876212379446532,0.0
N5986,CARLETON FARMS LANDFILL,48164,WAYNE,"28800  CLARK RD, NEW BOSTON, MI","[-83.42278739999999, 42.0940085]",4.0,4.0,1.0,8713.0,4.1,96.0,1.2,0.3,0.9,0.0,1.6,N5986,2001-12-20,20.279677200763874,9.0,0.4444444444444444
M2973,"NEW BOSTON RTM, INC.",48164,WAYNE,"19155 SHOOK, NEW BOSTON, MI","[-83.3936906, 42.1639072]",1.0,1.0,0.0,8713.0,4.1,96.0,1.2,0.3,0.9,0.0,1.6,M2973,2007-10-01,14.499955509011137,9.0,0.1111111111111111
P0624,AIS CONSTRUCTION EQUIPMENT CORP,48165,OAKLAND,"56555 PONTIAC TRAIL, NEW HUDSON, MI","[-83.61098950000002, 42.5189555]",0.0,1.0,1.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,P0624,2015-11-16,6.373847512269246,6.373847512269246,0.0
N1513,"ARCHITECTURAL DOOR AND MILLWORK, INC.",48165,OAKLAND,"30150 SOUTH HILL RD., NEW HUDSON, MI","[-83.59484309999999, 42.510905]",1.0,1.0,0.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N1513,2006-03-07,16.06877622401555,9.0,0.1111111111111111
N6013,CONTINENTAL ALUMINUM,48165,OAKLAND,"29201 MILFORD RD, NEW HUDSON, MI","[-83.61638459999999, 42.50210329999999]",5.0,5.0,5.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N6013,2013-09-27,8.509414977720281,8.509414977720281,0.5875844594594595
N8339,"GREAT LAKES CREMATION SERVICE, INC.",48165,OAKLAND,"29547 COSTELLO DR, NEW HUDSON, MI","[-83.6088429, 42.506181]",0.0,1.0,4.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N8339,2012-02-03,10.157634995927364,9.0,0.0
N2712,HENROB CORPORATION,48165,OAKLAND,"30000 S HILL RD, NEW HUDSON, MI","[-83.59259700000001, 42.510703]",0.0,1.0,0.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N2712,2014-08-05,7.655187991539868,7.655187991539868,0.0
N8144,"LOWE'S HOME CENTERS, INC",48165,OAKLAND,"30547 LYON CENTER DR EAST, NEW HUDSON, MI","[-83.6117484, 42.5144261]",0.0,0.0,0.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N8144,2008-09-29,13.50335735846732,9.0,0.0
N7564,MARTIN TECHNOLOGIES,48165,OAKLAND,"55390 LYON INDUSTRIAL DR., NEW HUDSON, MI","[-83.60216299999999, 42.5126885]",3.0,3.0,7.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N7564,2019-12-18,2.286152350835404,2.286152350835404,1.312248502994012
P0763,"PERFORMANCE SPRINGS, INC.",48165,OAKLAND,"57575 TRAVIS ROAD, NEW HUDSON, MI","[-83.6199603, 42.4987127]",0.0,0.0,1.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,P0763,2017-08-08,4.646228190859498,4.646228190859498,0.0
N8285,ADMIRAL PETROLEUM CO,48165,BERRIEN,"1701 OAK ST, NILES, MI","[-86.23428919999999, 41.827179]",0.0,0.0,0.0,7462.0,6.6,94.8,1.3,0.3,1.8,0.0,1.9,N8285,2009-05-27,12.846259676790078,9.0,0.0
B4321,DTE ELECTRIC COMPANY - FERMI ENERGY CENTER,48166,MONROE,"6400 NORTH DIXIE HIGHWAY, NEWPORT, MI","[-83.2897057, 41.9688627]",5.0,4.0,0.0,11751.0,19.3,93.3,3.4,0.3,0.4,0.0,2.6,B4321,2004-09-16,17.53903228676838,9.0,0.5555555555555556
P0474,MID-AMERICAN GROUP,48166,MONROE,"8475 PORT SUNLIGHT ROAD, NEWPORT, MI","[-83.24577049999999, 42.0015352]",0.0,1.0,0.0,11751.0,19.3,93.3,3.4,0.3,0.4,0.0,2.6,P0474,2013-11-05,8.40263660444773,8.40263660444773,0.0
N3597,STONECO NEWPORT,48166,MONROE,"7250 REAUME RD, NEWPORT, MI","[-83.2332229, 42.007962]",0.0,0.0,0.0,11751.0,19.3,93.3,3.4,0.3,0.4,0.0,2.6,N3597,2020-08-17,1.6208409481371966,1.6208409481371966,0.0
N7633,DIVERSIFIED FUELS PROPERTIES LLC,48167,WAYNE,"710 EIGHT MILE RD, NORTHVILLE, MI","[-83.4927115, 42.4375458]",0.0,0.0,0.0,22347.0,4.9,78.4,6.1,0.5,11.3,0.0,3.7,N7633,2006-07-18,15.70463459208608,9.0,0.0
P1031,"A & E AGGREGATES, INC.",48169,LIVINGSTON,"8800 PINCKNEY ROAD, PINCKNEY, MI","[-83.93673749999999, 42.472774]",0.0,1.0,0.0,21767.0,5.0,97.7,0.4,0.1,1.0,0.0,0.9,P1031,2019-06-11,2.8063546821632204,2.8063546821632204,0.0
N5864,"ADIENT US, LLC",48170,WAYNE,"49200 HALYARD DR, PLYMOUTH, MI","[-83.5268431, 42.3854531]",1.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N5864,2019-04-08,2.9815807306104847,2.9815807306104847,0.3353925619834711
M4787,AT&T,48170,WAYNE,"1316 ANN ARBOR RD, PLYMOUTH, MI","[-83.47506779999999, 42.35874039999999]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,M4787,2008-12-10,13.306228053964148,9.0,0.0
N8040,"AUNT MILLIE'S BAKERIES, PLYMOUTH",48170,WAYNE,"45789 PORT ST, PLYMOUTH, MI","[-83.4951902, 42.3867219]",1.0,5.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N8040,2021-02-25,1.095162802795403,1.095162802795403,0.91310625
N7146,AVL POWERTRAIN ENGINEERING INC,48170,WAYNE,"47519 HALYARD DRIVE, PLYMOUTH, MI","[-83.5111852, 42.3845675]",1.0,2.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7146,2010-04-05,11.989294783602675,9.0,0.1111111111111111
M4505,AWTEC,48170,WAYNE,"14920 KEEL STREET, PLYMOUTH, MI","[-83.494857, 42.392213]",2.0,2.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,M4505,2006-01-23,16.18650622531606,9.0,0.2222222222222222
P0701,BAUD INDUSTRIES INC.,48170,WAYNE,"47576 HALYARD DRIVE, PLYMOUTH, MI","[-83.51393399999999, 42.3844935]",0.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P0701,2016-06-14,5.79614913379467,5.79614913379467,0.0
N7422,"CYGNET AUTOMATED CLEANING, L.L.C.",48170,WAYNE,"45889 MAST STREET, PLYMOUTH, MI","[-83.49585680000001, 42.3892087]",1.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7422,2007-11-19,14.365798065668699,9.0,0.1111111111111111
P0997,"CYGNET AUTOMATED CLEANING, LLC",48170,WAYNE,"9120 GENERAL DRIVE, PLYMOUTH, MI","[-83.4534343, 42.3554834]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P0997,2020-10-23,1.4374011786689664,1.4374011786689664,0.0
A8448,"DURR SYSTEMS, INC.",48170,WAYNE,"40600 PLYMOUTH RD, PLYMOUTH, MI","[-83.4429701, 42.3750582]",0.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,A8448,2001-11-28,20.339911154917623,9.0,0.0
N6327,"FEDERAL-MOGUL POWERTRAIN, LLC",48170,WAYNE,"47001 PORT ST, PLYMOUTH, MI","[-83.5052709, 42.3864519]",3.0,4.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N6327,2003-07-21,18.69716695072452,9.0,0.3333333333333333
P1010,FUYAO AUTOMOTIVE NORTH AMERICA,48170,WAYNE,"909 NORTH SHELDON ROAD, PLYMOUTH, MI","[-83.483358, 42.3809982]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P1010,2019-05-15,2.88027817135191,2.88027817135191,0.0
N7569,"ISUZU TECHNICAL CENTER OF AMERICA, INC",48170,WAYNE,"46401 COMMERCE CENTER DR, PLYMOUTH, MI","[-83.49943929999999, 42.3838251]",2.0,2.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7569,2016-06-14,5.79614913379467,5.79614913379467,0.34505668398677375
N7067,LOC PAC INC,48170,WAYNE,"13505 HAGGERTY RD, PLYMOUTH, MI","[-83.4486697, 42.3782431]",2.0,2.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7067,2010-02-09,12.139879668987042,9.0,0.2222222222222222
N7110,LOC PAC INC,48170,WAYNE,"201 INDUSTRIAL DR, PLYMOUTH, MI","[-83.449004, 42.37281249999999]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7110,2002-05-21,19.863515335701624,9.0,0.0
P0594,MAGNA CLOSURES LIGHTING DIVISION,48170,WAYNE,"46600 PORT STREET, PLYMOUTH, MI","[-83.5021885, 42.3892618]",3.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P0594,2020-06-19,1.7823774615495185,1.7823774615495185,1.6831451612903225
P0316,MAHLE POWERTRAIN LLC,48170,WAYNE,"14900 GALLEON COURT, PLYMOUTH, MI","[-83.5130741, 42.38949059999999]",2.0,3.0,6.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P0316,2017-05-17,4.873474472439543,4.873474472439543,0.41038483146067417
M4639,POOF-SLINKY INC,48170,WAYNE,"45605 HELM ST, PLYMOUTH, MI","[-83.4929406, 42.3911093]",0.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,M4639,2012-11-28,9.3390008008378,9.0,0.0
N7616,RMT WOODWORTH HEAT TREAT,48170,WAYNE,"45755 FIVE MILE RD, PLYMOUTH, MI","[-83.4945237, 42.3943367]",0.0,1.0,1.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7616,2007-05-11,14.891476211010493,9.0,0.0
N8179,SEE M4787 MI BELL TELEPHONE CO DBA AT & T MICHIGAN,48170,WAYNE,"1360 W ANN ARBOR RD, PLYMOUTH, MI","[-83.47661680000002, 42.3591324]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N8179,2008-12-10,13.306228053964148,9.0,0.0
N0266,SUN PLASTIC COATING CO,48170,WAYNE,"42105 POSTIFF DRIVE, PLYMOUTH, MI","[-83.45710249999999, 42.3563055]",2.0,3.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N0266,2014-11-18,7.367707755806074,7.367707755806074,0.27145484949832777
N7871,TOWER AUTOMOTIVE,48170,WAYNE,"43955 PLYMOUTH OAKS BLVD, PLYMOUTH, MI","[-83.47068999999999, 42.3821139]",3.0,3.0,7.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7871,2016-06-13,5.7988870408016595,5.7988870408016595,0.5173406515580736
B3625,TROY DESIGN AND MANUFACTURING,48170,WAYNE,"14425 SHELDON RD, PLYMOUTH, MI","[-83.4863579, 42.3863732]",1.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,B3625,2017-09-22,4.523022375545015,4.523022375545015,0.22109110169491525
P1143,WEBASTO ROOF SYSTEMS,48170,WAYNE,"14200 NORTH HAGGERTY ROAD, PLYMOUTH, MI","[-83.44483939999999, 42.3834228]",0.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,P1143,2021-03-17,1.040404662655633,1.040404662655633,0.0
N7512,"WEBASTO-EDSCHA CABRIO USA, INC.",48170,WAYNE,"14988 PILOT DR., PLYMOUTH, MI","[-83.5028402, 42.3932003]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7512,2005-10-27,16.427442041931045,9.0,0.0
M4836,"ILMOR ENGINEERING, INC.",48170,WAYNE,"43939 PLYMOUTH OAKS BLVD, PLYMOUTH TWP, MI","[-83.47094009999999, 42.3835823]",1.0,1.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,M4836,2015-03-25,7.019993565918534,7.019993565918534,0.14245027301092045
N7632,MICHIGAN FUELS INC,48170,WAYNE,"1545 WEST ANN ARBOR RD, PLYMOUTH TWP, MI","[-83.47821189999999, 42.3582172]",0.0,0.0,0.0,39307.0,4.7,92.9,1.4,0.1,3.6,0.0,1.9,N7632,2006-07-18,15.70463459208608,9.0,0.0
M4853,SOUTH HURON VALLEY UTILITY AUTHORITY POTW,48173,WAYNE,"34001 W JEFFERSON AVE, BROWNSTOWN, MI","[-83.2133542, 42.060361]",0.0,0.0,0.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,M4853,2001-05-08,20.89844418434328,9.0,0.0
P0766,HYCAL,48173,WAYNE,"27800 W.JEFFERSON AVENUE, GIBRALTAR, MI","[-83.1987252, 42.1066688]",0.0,1.0,0.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,P0766,2017-01-17,5.202023313278165,5.202023313278165,0.0
N7642,BRADENBURG INDUSTRIAL SERVICE CO,48173,WAYNE,"21702 HURON RIVER DR., ROCKWOOD, MI","[-83.24262999999999, 42.066947]",0.0,0.0,0.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,N7642,2006-08-01,15.66630389398824,9.0,0.0
N7904,JENNIFER CREMATION INC,48173,WAYNE,"21293 RUSSELL, ROCKWOOD, MI","[-83.24060539999999, 42.0754879]",0.0,2.0,1.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,N7904,2007-12-18,14.286398762466034,9.0,0.0
M4407,R J MARSHALL CO,48173,WAYNE,"21220 HURON RIVER DR, ROCKWOOD, MI","[-83.2403126, 42.0676589]",0.0,2.0,0.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,M4407,2014-05-09,7.896123808154856,7.896123808154856,0.0
A7757,U S SILICA CO,48173,WAYNE,"20837 N HURON RIVER DR, ROCKWOOD, MI","[-83.23456139999999, 42.0670696]",3.0,3.0,4.0,12351.0,7.8,93.6,2.3,0.0,1.3,0.0,2.9,A7757,2014-03-24,8.022067530476328,8.022067530476328,0.37396843003412966
P0024,A123 SYSTEMS,48174,WAYNE,"38100 ECORSE, ROMULUS, MI","[-83.4124851, 42.2535747]",2.0,2.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,P0024,2016-12-20,5.2786847094738425,5.2786847094738425,0.3788822614107884
B3120,AJAX MATERIALS CORPORATION,48174,WAYNE,"8744 INKSTER ROAD, ROMULUS, MI","[-83.3104987, 42.2435627]",2.0,3.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B3120,2018-04-30,3.920682834007543,3.920682834007543,0.5101152234636872
M4558,BODYCOTE THERMAL PROCESSING INC.,48174,WAYNE,"38100 JAY KAY DRIVE, ROMULUS, MI","[-83.4140074, 42.2633932]",0.0,1.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,M4558,2018-04-03,3.9946063231962325,3.9946063231962325,0.0
B2174,"CADILLAC ASPHALT, LLC, ROMULUS",48174,WAYNE,"13501 HURON RIVER RD, ROMULUS, MI","[-83.40130599999999, 42.204325]",2.0,2.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B2174,2018-08-10,3.641416319294715,3.641416319294715,0.5492368421052631
N3024,FEDERAL SCREW WORKS,48174,WAYNE,"34846 GODDARD RD., ROMULUS, MI","[-83.38110910000002, 42.2253699]",0.0,0.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,N3024,2004-08-23,17.604742054936104,9.0,0.0
N7697,"FINTEX, LLC",48174,WAYNE,"8900 INKSTER RD, ROMULUS, MI","[-83.3092871, 42.2423795]",1.0,2.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,N7697,2009-04-16,12.958513864076606,9.0,0.1111111111111111
B3241,FORD MOTOR CO BROWNSTOWN,48174,WAYNE,"25555  PENNSYLVANIA RD, ROMULUS, MI","[-83.28329529999999, 42.182654]",1.0,1.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B3241,2016-09-29,5.5031930840469006,5.5031930840469006,0.18171268656716416
B5815,GENERAL MOTORS ROMULUS ENGINE PLANT,48174,WAYNE,"36880 ECORSE RD, ROMULUS, MI","[-83.4019696, 42.252258]",0.0,0.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B5815,2004-03-22,18.026379734012334,9.0,0.0
M4074,GMA INDUSTRIES INC,48174,WAYNE,"38127 ECORSE RD, ROMULUS, MI","[-83.4119011, 42.2511629]",0.0,1.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,M4074,2009-02-17,13.11731247048194,9.0,0.0
M4839,GREAT LAKES WATER AUTHORITY - WICK PUMP STATION,48174,WAYNE,"32280 WICK ROAD, ROMULUS, MI","[-83.3561684, 42.2384891]",1.0,1.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,M4839,2008-12-01,13.330869217027043,9.0,0.1111111111111111
N7245,INDIAN TRAILS INC,48174,WAYNE,"28685 SMITH RD, ROMULUS, MI","[-83.3190212, 42.2459012]",0.0,0.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,N7245,2003-05-09,18.89703416223468,9.0,0.0
B2658,KERR CORPORATION / ROMO MANUFACTURING,48174,WAYNE,"28200 WICK ROAD, ROMULUS, MI","[-83.317646, 42.240014]",0.0,2.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B2658,2021-09-29,0.5037748892858854,0.5037748892858854,0.0
N7836,KREHER WIRE PROCESSING INC,48174,WAYNE,"34822 GODDARD RD, ROMULUS, MI","[-83.3798571, 42.2258349]",0.0,1.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,N7836,2019-04-16,2.9596774745545766,2.9596774745545766,0.0
P1092,PENSKE LOGISTICS,48174,WAYNE,"15520 WAYNE ROAD, ROMULUS, MI","[-83.3779373, 42.1884853]",0.0,1.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,P1092,2020-03-04,2.0753335112972886,2.0753335112972886,0.0
M4796,"REPUBLIC INDUSTRIAL AND ENERGY SOLUTIONS, LLC",48174,WAYNE,"28470 CITRIN DRIVE, ROMULUS, MI","[-83.31739999999999, 42.2440137]",0.0,2.0,2.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,M4796,2015-03-19,7.036421007960465,7.036421007960465,0.0
B9206,SUNOCO PARTNERS MARKETING & TERMINALS LP - ROMULUS,48174,WAYNE,"29120 WICK RD, ROMULUS, MI","[-83.32572549999999, 42.2395209]",1.0,1.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B9206,2018-05-08,3.8987795779516348,3.8987795779516348,0.25649051966292136
P1238,SYNERGY PSM CORPORATION,48174,WAYNE,"6760 METROPLEX DRIVE, ROMULUS, MI","[-83.3326798, 42.2581649]",0.0,0.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,P1238,2021-11-16,0.37235535295043704,0.37235535295043704,0.0
P1119,TORE CORP DBA ELITE CRUSHING,48174,WAYNE,"37500 NORTHLINE ROAD, ROMULUS, MI","[-83.4073645, 42.2109372]",0.0,0.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,P1119,2020-03-19,2.0342649061924614,2.0342649061924614,0.0
H6092,UNIVAR SOUUTIONS USA INC. - ROMULUS BRANCH,48174,WAYNE,"13395 HURON RIVER DR, ROMULUS, MI","[-83.40324799999999, 42.2056091]",1.0,2.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,H6092,2006-07-10,15.726537848141987,9.0,0.1111111111111111
B5451,US ECOLOGY ROMULUS,48174,WAYNE,"36345 VAN BORN RD, ROMULUS, MI","[-83.3956099, 42.2658547]",0.0,1.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B5451,2000-03-06,22.07026838333436,9.0,0.0
B4550,VACUUM ORNA METAL INC,48174,WAYNE,"11380  HARRISON RD, ROMULUS, MI","[-83.317623, 42.224655]",5.0,5.0,1.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,B4550,2018-03-23,4.024723300273107,4.024723300273107,1.2423214285714284
M4492,WOODBRIDGE FOAM CORP,48174,WAYNE,"15573 OAKWOOD DR, ROMULUS, MI","[-83.3927935, 42.1861166]",1.0,1.0,0.0,31324.0,16.2,61.6,32.4,0.1,2.1,0.0,3.8,M4492,2016-04-06,5.985064717276877,5.985064717276877,0.16708257090576395
N0761,CROP PRODUCTION SERVICE,48176,WASHTENAW,"9325 W MICHIGAN AVE, SALINE, MI","[-83.8236434, 42.1482971]",0.0,0.0,0.0,23439.0,5.3,88.1,1.8,0.3,4.6,0.0,5.1,N0761,2015-12-30,6.2533796039617515,6.2533796039617515,0.0
